date_stamp;sku;quantity_sold
2023-10-18;10139;2.0
2023-10-18;10101;3.0
2023-10-18;10102;3.0
2023-10-18;10106;9.0
2023-10-18;10113;4.0
2023-10-18;10135;1.0
2023-10-18;10117;7.0
2023-10-18;10186;1.0
2023-10-18;10122;1.0
2023-10-18;10158;3.0
2023-10-18;10198;1.0
2023-10-18;10197;1.0
2023-10-18;10103;1.0
2023-10-18;10165;1.0
2023-10-18;10218;4.0
2023-10-18;10100;86.0
2023-10-18;10107;5.0
2023-10-18;10140;13.0
2023-10-18;10119;11.0
2023-10-18;10190;3.0
2023-10-18;10151;9.0
2023-10-18;10133;7.0
2023-10-18;10109;4.0
2023-10-18;10178;3.0
2023-10-18;10175;2.0
2023-10-18;10124;2.0
2023-10-18;10177;1.0
2023-10-18;10150;4.0
2023-10-18;10171;4.0
2023-10-19;10110;7.0
2023-10-19;10193;1.0
2023-10-19;10166;1.0
2023-10-19;10210;2.0
2023-10-19;10194;1.0
2023-10-19;10172;8.0
2023-10-19;10191;1.0
2023-10-19;10126;3.0
2023-10-19;10167;4.0
2023-10-19;10179;2.0
2023-10-19;10181;1.0
2023-10-19;10141;1.0
2023-10-19;10129;3.0
2023-10-19;10128;3.0
2023-10-19;10161;2.0
2023-10-19;10144;2.0
2023-10-19;10123;4.0
2023-10-19;10162;9.0
2023-10-19;10134;2.0
2023-10-19;10160;7.0
2023-10-19;10102;2.0
2023-10-19;10106;41.0
2023-10-19;10135;2.0
2023-10-19;10117;1.0
2023-10-19;10104;1.0
2023-10-19;10168;3.0
2023-10-19;10152;1.0
2023-10-19;10186;2.0
2023-10-19;10185;1.0
2023-10-19;10122;2.0
2023-10-19;10116;1.0
2023-10-19;10103;4.0
2023-10-19;10165;2.0
2023-10-19;10218;1.0
2023-10-19;10100;4.0
2023-10-19;10107;8.0
2023-10-19;10140;29.0
2023-10-19;10170;2.0
2023-10-19;10119;9.0
2023-10-19;10121;3.0
2023-10-19;10190;1.0
2023-10-19;10151;3.0
2023-10-19;10133;10.0
2023-10-19;10120;1.0
2023-10-19;10109;3.0
2023-10-19;10175;1.0
2023-10-19;10177;1.0
2023-10-19;10150;3.0
2023-10-20;10110;2.0
2023-10-20;10145;15.0
2023-10-20;10166;6.0
2023-10-20;10210;9.0
2023-10-20;10217;3.0
2023-10-20;10172;6.0
2023-10-20;10191;3.0
2023-10-20;10126;6.0
2023-10-20;10167;8.0
2023-10-20;10156;1.0
2023-10-20;10181;4.0
2023-10-20;10180;1.0
2023-10-20;10129;8.0
2023-10-20;10192;2.0
2023-10-20;10128;2.0
2023-10-20;10161;3.0
2023-10-20;10144;3.0
2023-10-20;10123;2.0
2023-10-20;10162;2.0
2023-10-20;10134;4.0
2023-10-20;10208;2.0
2023-10-20;10114;4.0
2023-10-20;10101;4.0
2023-10-20;10102;4.0
2023-10-20;10106;40.0
2023-10-20;10113;3.0
2023-10-20;10135;2.0
2023-10-20;10117;9.0
2023-10-20;10104;3.0
2023-10-20;10168;1.0
2023-10-20;10146;2.0
2023-10-20;10186;5.0
2023-10-20;10122;7.0
2023-10-20;10132;2.0
2023-10-20;10131;1.0
2023-10-20;10198;1.0
2023-10-20;10197;1.0
2023-10-20;10218;1.0
2023-10-20;10213;2.0
2023-10-20;10100;20.0
2023-10-20;10107;4.0
2023-10-20;10140;40.0
2023-10-20;10170;4.0
2023-10-20;10119;10.0
2023-10-20;10169;2.0
2023-10-20;10190;4.0
2023-10-20;10151;1.0
2023-10-20;10133;8.0
2023-10-20;10120;6.0
2023-10-20;10109;3.0
2023-10-20;10178;5.0
2023-10-20;10175;2.0
2023-10-20;10216;3.0
2023-10-20;10124;4.0
2023-10-20;10177;1.0
2023-10-20;10150;10.0
2023-10-20;10171;1.0
2023-10-21;10149;1.0
2023-10-21;10110;7.0
2023-10-21;10193;1.0
2023-10-21;10166;1.0
2023-10-21;10210;1.0
2023-10-21;10217;6.0
2023-10-21;10172;13.0
2023-10-21;10191;2.0
2023-10-21;10126;16.0
2023-10-21;10167;9.0
2023-10-21;10156;2.0
2023-10-21;10179;2.0
2023-10-21;10181;1.0
2023-10-21;10180;2.0
2023-10-21;10129;8.0
2023-10-21;10161;3.0
2023-10-21;10144;4.0
2023-10-21;10123;8.0
2023-10-21;10162;1.0
2023-10-21;10134;1.0
2023-10-21;10207;1.0
2023-10-21;10139;2.0
2023-10-21;10114;7.0
2023-10-21;10160;3.0
2023-10-21;10101;5.0
2023-10-21;10102;8.0
2023-10-21;10106;80.0
2023-10-21;10113;8.0
2023-10-21;10135;2.0
2023-10-21;10117;12.0
2023-10-21;10118;2.0
2023-10-21;10104;2.0
2023-10-21;10152;1.0
2023-10-21;10186;6.0
2023-10-21;10185;1.0
2023-10-21;10142;1.0
2023-10-21;10122;5.0
2023-10-21;10158;3.0
2023-10-21;10131;2.0
2023-10-21;10198;1.0
2023-10-21;10197;1.0
2023-10-21;10115;1.0
2023-10-21;10103;5.0
2023-10-21;10165;2.0
2023-10-21;10219;2.0
2023-10-21;10163;1.0
2023-10-21;10164;2.0
2023-10-21;10100;8.0
2023-10-21;10107;9.0
2023-10-21;10140;78.0
2023-10-21;10170;5.0
2023-10-21;10119;21.0
2023-10-21;10169;1.0
2023-10-21;10121;2.0
2023-10-21;10190;1.0
2023-10-21;10151;12.0
2023-10-21;10133;29.0
2023-10-21;10120;9.0
2023-10-21;10109;4.0
2023-10-21;10178;5.0
2023-10-21;10175;3.0
2023-10-21;10124;7.0
2023-10-21;10177;2.0
2023-10-21;10150;8.0
2023-10-21;10171;2.0
2023-10-22;10149;8.0
2023-10-22;10110;10.0
2023-10-22;10210;4.0
2023-10-22;10194;1.0
2023-10-22;10172;11.0
2023-10-22;10191;2.0
2023-10-22;10126;11.0
2023-10-22;10167;4.0
2023-10-22;10156;1.0
2023-10-22;10179;1.0
2023-10-22;10180;4.0
2023-10-22;10215;1.0
2023-10-22;10129;3.0
2023-10-22;10192;4.0
2023-10-22;10128;1.0
2023-10-22;10161;1.0
2023-10-22;10144;1.0
2023-10-22;10143;4.0
2023-10-22;10123;4.0
2023-10-22;10162;1.0
2023-10-22;10208;4.0
2023-10-22;10207;1.0
2023-10-22;10114;8.0
2023-10-22;10160;4.0
2023-10-22;10101;3.0
2023-10-22;10102;2.0
2023-10-22;10106;57.0
2023-10-22;10113;3.0
2023-10-22;10135;2.0
2023-10-22;10117;9.0
2023-10-22;10104;5.0
2023-10-22;10146;1.0
2023-10-22;10186;3.0
2023-10-22;10185;1.0
2023-10-22;10122;7.0
2023-10-22;10198;1.0
2023-10-22;10197;2.0
2023-10-22;10116;2.0
2023-10-22;10219;3.0
2023-10-22;10213;4.0
2023-10-22;10100;9.0
2023-10-22;10107;11.0
2023-10-22;10140;50.0
2023-10-22;10170;2.0
2023-10-22;10119;20.0
2023-10-22;10121;1.0
2023-10-22;10190;3.0
2023-10-22;10151;4.0
2023-10-22;10133;19.0
2023-10-22;10120;9.0
2023-10-22;10109;1.0
2023-10-22;10178;14.0
2023-10-22;10175;6.0
2023-10-22;10124;3.0
2023-10-22;10177;4.0
2023-10-22;10150;7.0
2023-10-22;10171;3.0
2023-10-23;10149;1.0
2023-10-23;10110;3.0
2023-10-23;10145;1.0
2023-10-23;10194;1.0
2023-10-23;10172;2.0
2023-10-23;10126;2.0
2023-10-23;10167;2.0
2023-10-23;10156;1.0
2023-10-23;10179;1.0
2023-10-23;10180;3.0
2023-10-23;10192;1.0
2023-10-23;10161;1.0
2023-10-23;10144;3.0
2023-10-23;10123;1.0
2023-10-23;10208;3.0
2023-10-23;10207;1.0
2023-10-23;10114;1.0
2023-10-23;10101;2.0
2023-10-23;10102;2.0
2023-10-23;10106;18.0
2023-10-23;10113;2.0
2023-10-23;10135;1.0
2023-10-23;10117;5.0
2023-10-23;10136;1.0
2023-10-23;10118;1.0
2023-10-23;10168;4.0
2023-10-23;10186;3.0
2023-10-23;10122;1.0
2023-10-23;10103;1.0
2023-10-23;10218;1.0
2023-10-23;10219;1.0
2023-10-23;10213;2.0
2023-10-23;10100;2.0
2023-10-23;10107;11.0
2023-10-23;10140;37.0
2023-10-23;10170;2.0
2023-10-23;10119;3.0
2023-10-23;10121;2.0
2023-10-23;10190;2.0
2023-10-23;10151;4.0
2023-10-23;10133;8.0
2023-10-23;10120;4.0
2023-10-23;10109;3.0
2023-10-23;10178;1.0
2023-10-23;10175;2.0
2023-10-23;10124;3.0
2023-10-23;10177;2.0
2023-10-23;10150;5.0
2023-10-23;10171;2.0
2023-10-24;10149;4.0
2023-10-24;10110;2.0
2023-10-24;10194;2.0
2023-10-24;10172;5.0
2023-10-24;10191;1.0
2023-10-24;10126;5.0
2023-10-24;10167;2.0
2023-10-24;10179;1.0
2023-10-24;10180;1.0
2023-10-24;10129;2.0
2023-10-24;10192;1.0
2023-10-24;10195;1.0
2023-10-24;10128;3.0
2023-10-24;10161;3.0
2023-10-24;10144;5.0
2023-10-24;10143;2.0
2023-10-24;10123;2.0
2023-10-24;10134;4.0
2023-10-24;10114;1.0
2023-10-24;10101;4.0
2023-10-24;10102;7.0
2023-10-24;10106;31.0
2023-10-24;10113;2.0
2023-10-24;10135;3.0
2023-10-24;10117;4.0
2023-10-24;10168;1.0
2023-10-24;10186;6.0
2023-10-24;10122;2.0
2023-10-24;10132;4.0
2023-10-24;10158;1.0
2023-10-24;10198;2.0
2023-10-24;10197;1.0
2023-10-24;10103;2.0
2023-10-24;10100;6.0
2023-10-24;10107;3.0
2023-10-24;10140;27.0
2023-10-24;10170;1.0
2023-10-24;10119;8.0
2023-10-24;10169;2.0
2023-10-24;10121;2.0
2023-10-24;10190;2.0
2023-10-24;10151;1.0
2023-10-24;10133;6.0
2023-10-24;10120;5.0
2023-10-24;10178;2.0
2023-10-24;10175;2.0
2023-10-24;10124;1.0
2023-10-24;10177;6.0
2023-10-24;10150;3.0
2023-10-24;10171;7.0
2023-10-25;10193;1.0
2023-10-25;10166;2.0
2023-10-25;10210;2.0
2023-10-25;10172;7.0
2023-10-25;10191;1.0
2023-10-25;10126;4.0
2023-10-25;10167;7.0
2023-10-25;10156;3.0
2023-10-25;10181;1.0
2023-10-25;10180;2.0
2023-10-25;10129;4.0
2023-10-25;10161;1.0
2023-10-25;10144;5.0
2023-10-25;10123;1.0
2023-10-25;10162;4.0
2023-10-25;10208;3.0
2023-10-25;10114;7.0
2023-10-25;10101;3.0
2023-10-25;10102;5.0
2023-10-25;10106;38.0
2023-10-25;10113;7.0
2023-10-25;10135;1.0
2023-10-25;10117;4.0
2023-10-25;10136;2.0
2023-10-25;10104;2.0
2023-10-25;10168;3.0
2023-10-25;10186;5.0
2023-10-25;10132;1.0
2023-10-25;10158;2.0
2023-10-25;10131;1.0
2023-10-25;10198;2.0
2023-10-25;10116;2.0
2023-10-25;10115;1.0
2023-10-25;10103;2.0
2023-10-25;10100;7.0
2023-10-25;10107;4.0
2023-10-25;10140;18.0
2023-10-25;10170;3.0
2023-10-25;10119;5.0
2023-10-25;10190;2.0
2023-10-25;10151;3.0
2023-10-25;10133;11.0
2023-10-25;10109;1.0
2023-10-25;10178;4.0
2023-10-25;10216;6.0
2023-10-25;10124;3.0
2023-10-25;10177;1.0
2023-10-25;10150;5.0
2023-10-25;10171;2.0
2023-10-26;10110;4.0
2023-10-26;10166;2.0
2023-10-26;10217;2.0
2023-10-26;10172;2.0
2023-10-26;10191;1.0
2023-10-26;10126;5.0
2023-10-26;10167;3.0
2023-10-26;10156;6.0
2023-10-26;10181;1.0
2023-10-26;10128;1.0
2023-10-26;10144;5.0
2023-10-26;10123;3.0
2023-10-26;10162;1.0
2023-10-26;10134;1.0
2023-10-26;10139;1.0
2023-10-26;10114;4.0
2023-10-26;10101;2.0
2023-10-26;10102;4.0
2023-10-26;10106;46.0
2023-10-26;10135;2.0
2023-10-26;10117;6.0
2023-10-26;10118;3.0
2023-10-26;10104;2.0
2023-10-26;10168;5.0
2023-10-26;10152;1.0
2023-10-26;10184;1.0
2023-10-26;10122;5.0
2023-10-26;10132;1.0
2023-10-26;10158;1.0
2023-10-26;10198;2.0
2023-10-26;10115;1.0
2023-10-26;10103;2.0
2023-10-26;10218;1.0
2023-10-26;10219;1.0
2023-10-26;10100;14.0
2023-10-26;10107;4.0
2023-10-26;10140;32.0
2023-10-26;10170;2.0
2023-10-26;10119;18.0
2023-10-26;10169;1.0
2023-10-26;10190;1.0
2023-10-26;10151;1.0
2023-10-26;10133;8.0
2023-10-26;10120;2.0
2023-10-26;10109;2.0
2023-10-26;10178;2.0
2023-10-26;10175;2.0
2023-10-26;10124;2.0
2023-10-26;10177;2.0
2023-10-26;10150;4.0
2023-10-27;10149;1.0
2023-10-27;10110;2.0
2023-10-27;10182;2.0
2023-10-27;10172;12.0
2023-10-27;10191;3.0
2023-10-27;10126;11.0
2023-10-27;10156;1.0
2023-10-27;10181;1.0
2023-10-27;10180;1.0
2023-10-27;10129;13.0
2023-10-27;10192;1.0
2023-10-27;10128;1.0
2023-10-27;10144;2.0
2023-10-27;10123;4.0
2023-10-27;10130;1.0
2023-10-27;10114;9.0
2023-10-27;10160;3.0
2023-10-27;10101;3.0
2023-10-27;10102;1.0
2023-10-27;10106;67.0
2023-10-27;10113;4.0
2023-10-27;10135;1.0
2023-10-27;10117;8.0
2023-10-27;10168;4.0
2023-10-27;10146;1.0
2023-10-27;10186;1.0
2023-10-27;10185;1.0
2023-10-27;10122;6.0
2023-10-27;10132;1.0
2023-10-27;10131;2.0
2023-10-27;10197;1.0
2023-10-27;10103;1.0
2023-10-27;10213;2.0
2023-10-27;10100;11.0
2023-10-27;10107;7.0
2023-10-27;10140;100.0
2023-10-27;10119;10.0
2023-10-27;10190;2.0
2023-10-27;10151;5.0
2023-10-27;10133;1.0
2023-10-27;10178;2.0
2023-10-27;10175;7.0
2023-10-27;10124;4.0
2023-10-27;10150;3.0
2023-10-28;10149;2.0
2023-10-28;10110;10.0
2023-10-28;10193;1.0
2023-10-28;10182;4.0
2023-10-28;10166;2.0
2023-10-28;10210;1.0
2023-10-28;10194;1.0
2023-10-28;10172;7.0
2023-10-28;10191;5.0
2023-10-28;10126;10.0
2023-10-28;10167;6.0
2023-10-28;10156;5.0
2023-10-28;10179;3.0
2023-10-28;10181;1.0
2023-10-28;10180;3.0
2023-10-28;10129;10.0
2023-10-28;10192;1.0
2023-10-28;10128;2.0
2023-10-28;10161;6.0
2023-10-28;10144;4.0
2023-10-28;10123;8.0
2023-10-28;10162;2.0
2023-10-28;10208;3.0
2023-10-28;10207;2.0
2023-10-28;10139;1.0
2023-10-28;10114;12.0
2023-10-28;10160;3.0
2023-10-28;10101;2.0
2023-10-28;10102;9.0
2023-10-28;10106;86.0
2023-10-28;10113;4.0
2023-10-28;10117;6.0
2023-10-28;10118;1.0
2023-10-28;10104;2.0
2023-10-28;10168;2.0
2023-10-28;10146;4.0
2023-10-28;10152;1.0
2023-10-28;10186;11.0
2023-10-28;10198;1.0
2023-10-28;10116;1.0
2023-10-28;10103;2.0
2023-10-28;10165;1.0
2023-10-28;10218;1.0
2023-10-28;10219;1.0
2023-10-28;10100;26.0
2023-10-28;10107;11.0
2023-10-28;10140;70.0
2023-10-28;10170;3.0
2023-10-28;10119;15.0
2023-10-28;10121;4.0
2023-10-28;10190;4.0
2023-10-28;10151;5.0
2023-10-28;10120;8.0
2023-10-28;10109;4.0
2023-10-28;10178;5.0
2023-10-28;10175;2.0
2023-10-28;10177;3.0
2023-10-28;10150;7.0
2023-10-29;10149;1.0
2023-10-29;10110;11.0
2023-10-29;10166;3.0
2023-10-29;10210;4.0
2023-10-29;10217;2.0
2023-10-29;10194;4.0
2023-10-29;10172;17.0
2023-10-29;10191;3.0
2023-10-29;10126;14.0
2023-10-29;10167;3.0
2023-10-29;10179;1.0
2023-10-29;10181;2.0
2023-10-29;10180;1.0
2023-10-29;10129;4.0
2023-10-29;10192;3.0
2023-10-29;10161;4.0
2023-10-29;10144;5.0
2023-10-29;10143;1.0
2023-10-29;10123;3.0
2023-10-29;10130;1.0
2023-10-29;10162;1.0
2023-10-29;10134;2.0
2023-10-29;10208;2.0
2023-10-29;10207;1.0
2023-10-29;10114;10.0
2023-10-29;10101;6.0
2023-10-29;10102;2.0
2023-10-29;10106;10.0
2023-10-29;10113;7.0
2023-10-29;10135;3.0
2023-10-29;10117;8.0
2023-10-29;10136;1.0
2023-10-29;10118;1.0
2023-10-29;10104;5.0
2023-10-29;10168;3.0
2023-10-29;10146;2.0
2023-10-29;10186;2.0
2023-10-29;10184;1.0
2023-10-29;10132;5.0
2023-10-29;10198;1.0
2023-10-29;10116;1.0
2023-10-29;10103;1.0
2023-10-29;10165;2.0
2023-10-29;10209;2.0
2023-10-29;10100;40.0
2023-10-29;10107;28.0
2023-10-29;10140;26.0
2023-10-29;10119;9.0
2023-10-29;10121;1.0
2023-10-29;10190;6.0
2023-10-29;10151;8.0
2023-10-29;10120;9.0
2023-10-29;10109;3.0
2023-10-29;10178;1.0
2023-10-29;10175;3.0
2023-10-29;10177;4.0
2023-10-29;10150;2.0
2023-10-30;10110;7.0
2023-10-30;10193;2.0
2023-10-30;10166;11.0
2023-10-30;10210;1.0
2023-10-30;10217;4.0
2023-10-30;10194;4.0
2023-10-30;10172;1.0
2023-10-30;10191;6.0
2023-10-30;10126;4.0
2023-10-30;10181;1.0
2023-10-30;10129;1.0
2023-10-30;10192;2.0
2023-10-30;10195;2.0
2023-10-30;10123;5.0
2023-10-30;10130;2.0
2023-10-30;10208;2.0
2023-10-30;10139;1.0
2023-10-30;10114;7.0
2023-10-30;10160;1.0
2023-10-30;10101;1.0
2023-10-30;10102;7.0
2023-10-30;10106;14.0
2023-10-30;10113;5.0
2023-10-30;10135;2.0
2023-10-30;10117;6.0
2023-10-30;10136;1.0
2023-10-30;10118;1.0
2023-10-30;10104;3.0
2023-10-30;10168;1.0
2023-10-30;10142;1.0
2023-10-30;10198;3.0
2023-10-30;10197;2.0
2023-10-30;10116;1.0
2023-10-30;10115;1.0
2023-10-30;10103;3.0
2023-10-30;10213;1.0
2023-10-30;10100;19.0
2023-10-30;10107;7.0
2023-10-30;10140;16.0
2023-10-30;10121;4.0
2023-10-30;10190;25.0
2023-10-30;10151;24.0
2023-10-30;10120;10.0
2023-10-30;10109;1.0
2023-10-30;10178;9.0
2023-10-30;10175;16.0
2023-10-30;10177;6.0
2023-10-30;10150;1.0
2023-10-31;10149;1.0
2023-10-31;10110;7.0
2023-10-31;10193;5.0
2023-10-31;10166;5.0
2023-10-31;10210;3.0
2023-10-31;10217;5.0
2023-10-31;10194;4.0
2023-10-31;10172;7.0
2023-10-31;10191;9.0
2023-10-31;10126;14.0
2023-10-31;10179;3.0
2023-10-31;10181;1.0
2023-10-31;10180;5.0
2023-10-31;10215;1.0
2023-10-31;10141;1.0
2023-10-31;10129;1.0
2023-10-31;10192;1.0
2023-10-31;10195;12.0
2023-10-31;10123;3.0
2023-10-31;10130;1.0
2023-10-31;10162;2.0
2023-10-31;10134;1.0
2023-10-31;10208;1.0
2023-10-31;10207;3.0
2023-10-31;10204;1.0
2023-10-31;10114;11.0
2023-10-31;10160;1.0
2023-10-31;10101;4.0
2023-10-31;10102;2.0
2023-10-31;10106;9.0
2023-10-31;10113;1.0
2023-10-31;10135;1.0
2023-10-31;10117;3.0
2023-10-31;10118;2.0
2023-10-31;10104;4.0
2023-10-31;10168;4.0
2023-10-31;10146;5.0
2023-10-31;10152;1.0
2023-10-31;10186;5.0
2023-10-31;10142;2.0
2023-10-31;10132;3.0
2023-10-31;10158;2.0
2023-10-31;10198;6.0
2023-10-31;10197;2.0
2023-10-31;10103;4.0
2023-10-31;10219;1.0
2023-10-31;10100;40.0
2023-10-31;10107;21.0
2023-10-31;10140;27.0
2023-10-31;10170;1.0
2023-10-31;10121;6.0
2023-10-31;10190;22.0
2023-10-31;10151;76.0
2023-10-31;10120;20.0
2023-10-31;10109;5.0
2023-10-31;10178;8.0
2023-10-31;10175;7.0
2023-10-31;10216;2.0
2023-10-31;10177;14.0
2023-10-31;10150;3.0
2023-10-31;10171;1.0
2023-11-01;10110;14.0
2023-11-01;10193;5.0
2023-11-01;10145;2.0
2023-11-01;10194;3.0
2023-11-01;10172;2.0
2023-11-01;10191;14.0
2023-11-01;10126;18.0
2023-11-01;10167;1.0
2023-11-01;10156;5.0
2023-11-01;10179;2.0
2023-11-01;10181;6.0
2023-11-01;10180;5.0
2023-11-01;10215;1.0
2023-11-01;10192;1.0
2023-11-01;10195;7.0
2023-11-01;10161;1.0
2023-11-01;10144;1.0
2023-11-01;10123;3.0
2023-11-01;10130;2.0
2023-11-01;10162;4.0
2023-11-01;10134;1.0
2023-11-01;10208;5.0
2023-11-01;10207;1.0
2023-11-01;10114;7.0
2023-11-01;10160;1.0
2023-11-01;10101;10.0
2023-11-01;10102;6.0
2023-11-01;10106;37.0
2023-11-01;10113;9.0
2023-11-01;10135;2.0
2023-11-01;10118;3.0
2023-11-01;10104;2.0
2023-11-01;10168;1.0
2023-11-01;10186;2.0
2023-11-01;10132;3.0
2023-11-01;10158;1.0
2023-11-01;10131;1.0
2023-11-01;10198;3.0
2023-11-01;10116;2.0
2023-11-01;10103;1.0
2023-11-01;10165;3.0
2023-11-01;10100;24.0
2023-11-01;10107;16.0
2023-11-01;10140;27.0
2023-11-01;10170;1.0
2023-11-01;10119;1.0
2023-11-01;10121;3.0
2023-11-01;10190;21.0
2023-11-01;10151;10.0
2023-11-01;10120;4.0
2023-11-01;10109;5.0
2023-11-01;10178;2.0
2023-11-01;10175;8.0
2023-11-01;10177;13.0
2023-11-01;10150;2.0
2023-11-01;10171;1.0
2023-11-02;10149;1.0
2023-11-02;10110;6.0
2023-11-02;10193;3.0
2023-11-02;10166;9.0
2023-11-02;10194;3.0
2023-11-02;10172;4.0
2023-11-02;10191;25.0
2023-11-02;10126;6.0
2023-11-02;10167;1.0
2023-11-02;10156;1.0
2023-11-02;10181;2.0
2023-11-02;10192;1.0
2023-11-02;10195;7.0
2023-11-02;10128;1.0
2023-11-02;10161;1.0
2023-11-02;10144;3.0
2023-11-02;10143;1.0
2023-11-02;10123;4.0
2023-11-02;10134;3.0
2023-11-02;10208;1.0
2023-11-02;10207;2.0
2023-11-02;10114;2.0
2023-11-02;10160;1.0
2023-11-02;10101;2.0
2023-11-02;10102;3.0
2023-11-02;10106;13.0
2023-11-02;10113;7.0
2023-11-02;10135;2.0
2023-11-02;10117;1.0
2023-11-02;10118;1.0
2023-11-02;10104;1.0
2023-11-02;10168;5.0
2023-11-02;10146;1.0
2023-11-02;10186;4.0
2023-11-02;10158;4.0
2023-11-02;10116;2.0
2023-11-02;10103;1.0
2023-11-02;10218;1.0
2023-11-02;10219;1.0
2023-11-02;10209;1.0
2023-11-02;10100;30.0
2023-11-02;10107;11.0
2023-11-02;10140;20.0
2023-11-02;10119;13.0
2023-11-02;10121;7.0
2023-11-02;10190;4.0
2023-11-02;10151;12.0
2023-11-02;10120;2.0
2023-11-02;10109;1.0
2023-11-02;10178;1.0
2023-11-02;10175;14.0
2023-11-02;10216;2.0
2023-11-02;10177;14.0
2023-11-02;10150;2.0
2023-11-03;10110;6.0
2023-11-03;10193;3.0
2023-11-03;10166;10.0
2023-11-03;10210;3.0
2023-11-03;10217;1.0
2023-11-03;10194;2.0
2023-11-03;10172;3.0
2023-11-03;10191;5.0
2023-11-03;10126;4.0
2023-11-03;10156;1.0
2023-11-03;10181;1.0
2023-11-03;10180;1.0
2023-11-03;10192;1.0
2023-11-03;10195;4.0
2023-11-03;10123;4.0
2023-11-03;10134;3.0
2023-11-03;10139;1.0
2023-11-03;10114;5.0
2023-11-03;10160;2.0
2023-11-03;10101;5.0
2023-11-03;10102;5.0
2023-11-03;10106;50.0
2023-11-03;10113;3.0
2023-11-03;10117;4.0
2023-11-03;10118;1.0
2023-11-03;10104;4.0
2023-11-03;10146;3.0
2023-11-03;10186;1.0
2023-11-03;10115;1.0
2023-11-03;10218;1.0
2023-11-03;10209;2.0
2023-11-03;10213;1.0
2023-11-03;10100;6.0
2023-11-03;10107;11.0
2023-11-03;10140;13.0
2023-11-03;10170;1.0
2023-11-03;10119;13.0
2023-11-03;10121;4.0
2023-11-03;10190;14.0
2023-11-03;10151;14.0
2023-11-03;10120;5.0
2023-11-03;10109;2.0
2023-11-03;10178;6.0
2023-11-03;10175;6.0
2023-11-03;10216;4.0
2023-11-03;10177;12.0
2023-11-03;10150;7.0
2023-11-03;10171;1.0
2023-11-04;10149;2.0
2023-11-04;10110;14.0
2023-11-04;10193;8.0
2023-11-04;10166;16.0
2023-11-04;10210;2.0
2023-11-04;10172;9.0
2023-11-04;10191;29.0
2023-11-04;10126;16.0
2023-11-04;10167;4.0
2023-11-04;10179;3.0
2023-11-04;10180;2.0
2023-11-04;10192;1.0
2023-11-04;10195;10.0
2023-11-04;10161;6.0
2023-11-04;10144;4.0
2023-11-04;10143;3.0
2023-11-04;10123;9.0
2023-11-04;10162;1.0
2023-11-04;10134;5.0
2023-11-04;10208;4.0
2023-11-04;10207;3.0
2023-11-04;10114;12.0
2023-11-04;10160;1.0
2023-11-04;10101;5.0
2023-11-04;10102;7.0
2023-11-04;10106;67.0
2023-11-04;10113;3.0
2023-11-04;10135;1.0
2023-11-04;10117;9.0
2023-11-04;10104;3.0
2023-11-04;10168;1.0
2023-11-04;10152;1.0
2023-11-04;10186;2.0
2023-11-04;10184;1.0
2023-11-04;10142;1.0
2023-11-04;10198;1.0
2023-11-04;10115;1.0
2023-11-04;10103;3.0
2023-11-04;10165;2.0
2023-11-04;10219;1.0
2023-11-04;10209;3.0
2023-11-04;10213;3.0
2023-11-04;10164;1.0
2023-11-04;10100;18.0
2023-11-04;10107;25.0
2023-11-04;10140;26.0
2023-11-04;10170;1.0
2023-11-04;10119;22.0
2023-11-04;10169;2.0
2023-11-04;10121;7.0
2023-11-04;10190;20.0
2023-11-04;10151;38.0
2023-11-04;10120;11.0
2023-11-04;10109;7.0
2023-11-04;10178;3.0
2023-11-04;10175;15.0
2023-11-04;10177;15.0
2023-11-04;10150;2.0
2023-11-05;10149;2.0
2023-11-05;10193;6.0
2023-11-05;10166;20.0
2023-11-05;10172;5.0
2023-11-05;10191;1.0
2023-11-05;10126;10.0
2023-11-05;10156;3.0
2023-11-05;10179;2.0
2023-11-05;10181;5.0
2023-11-05;10180;4.0
2023-11-05;10215;1.0
2023-11-05;10192;3.0
2023-11-05;10195;3.0
2023-11-05;10128;2.0
2023-11-05;10161;1.0
2023-11-05;10144;4.0
2023-11-05;10123;2.0
2023-11-05;10162;1.0
2023-11-05;10134;2.0
2023-11-05;10204;2.0
2023-11-05;10114;7.0
2023-11-05;10160;1.0
2023-11-05;10101;5.0
2023-11-05;10102;5.0
2023-11-05;10106;41.0
2023-11-05;10113;3.0
2023-11-05;10135;5.0
2023-11-05;10117;4.0
2023-11-05;10136;1.0
2023-11-05;10104;4.0
2023-11-05;10186;4.0
2023-11-05;10158;1.0
2023-11-05;10198;3.0
2023-11-05;10197;2.0
2023-11-05;10116;3.0
2023-11-05;10115;2.0
2023-11-05;10103;2.0
2023-11-05;10165;2.0
2023-11-05;10100;23.0
2023-11-05;10107;5.0
2023-11-05;10140;13.0
2023-11-05;10170;2.0
2023-11-05;10119;13.0
2023-11-05;10169;1.0
2023-11-05;10121;8.0
2023-11-05;10190;4.0
2023-11-05;10151;21.0
2023-11-05;10120;1.0
2023-11-05;10109;2.0
2023-11-05;10178;4.0
2023-11-05;10175;5.0
2023-11-05;10177;12.0
2023-11-06;10149;1.0
2023-11-06;10110;4.0
2023-11-06;10193;3.0
2023-11-06;10166;7.0
2023-11-06;10172;11.0
2023-11-06;10191;9.0
2023-11-06;10126;6.0
2023-11-06;10179;2.0
